# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemies.png	3	26	110
20	textures\tiles.png	4	193	170
30	textures\tile.png	255	128	192
40	textures\enemies-2.png	0	128	128


# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10001	246	154	260	181	0
# walk
10002	275	154	290	181	0		
10003	305	154	320	181	0
# change direction to right
10004	425	154	440	181	0
# jump right
10005	395	275	410	301	0
# running right fast
10006	334	154	353	181	0
10007	362	154	381	181	0
10008	392	154	412	181	0
# idle left
10011	186	154	200	181	0
#walk
10012	155	154	170	181	0
10013	125	154	140	181	0
# change direction to left
10014	5	154	20	181	0
# jump left
10015	35	275	50	301	0
# running left fast
10016	93	154	112	181	0
10017	65	154	84	181	0
10018	35	155	54	181	0
# die 
10099	215	120	231	135	0
# SMALL MARIO
# idle small right
10021	247	0	259	15	0
# walk
10022	275	0	291	15	0
10023	306	0	320	15	0
# change direction to right
10024	426	0	440	15	0
# jump right
10025	395	80	411	95	0
#running right fast
10026	335	0	351	16	0	
# idle small left
10031	187	0	198	15	0
# walk
10032	155	0	170	15	0
10033	125	0	140	15	0
# change direction to left
10034	6	0	20	15	0
# jump left
10035	35	80	51	95	0
# running left fast
10036	95	0	111	16	0
# TAIL MARIO
#idle right
10041	243	634	264	662	0
#walk
10042	272	634	294	662	0
10043	303	634	324	661	0
#change direction to right
10044	425	633	441	663	0
#jump right
10045	392	754	415	781	0
#running fast right
10046	331	634	355	662	0
10047	362	634	385	662	0
10048	393	634	414	661	0
#fly right
10049	331	714	355	741	0
10050	361	714	385	742	0
#idle left
10051	182	634	203	662	0
#walk
10052	152	634	174	662	0
10053	122	634	143	661	0
#change direction to left
10054	5	633	21	663	0
#jump left
10055	31	754	54	781	0
#running fast left
10056	91	634	115	662	0
10057	61	634	84	662	0
10058	32	634	53	661	0
#fly left
10059	91	714	115	741	0
10060	61	714	85	742	0
# FIRE MARIO
#idle right
10061	246	394	260	421	0
#walk
10062	275	394	291	421	0
10063	305	395	321	421	0
#change direction to right
10064	425	394	441	422	0
#jump right
10065	395	515	411	541	0
#runnning fast right
10066	334	394	353	421	0
10067	362	394	381	421	0
10068	392	395	411	421	0
#idle left
10071	186	394	200	421	0
#walk
10072	155	394	171	421	0
10073	125	395	141	421	0
#change direction to left
10074	5	394	21	422	0
#jump left
10075	35	515	51	541	0
#running fast left
10076	93	394	112	421	0
10077	64	394	84	421	0
10078	35	395	54	421	0
#WEAK BRICK
30000	52	52	68	68	20
30001	69	52	85	68	20
30002	86	52	102	68	20
30003	103	52	119	68	20
#LEFT UPPER WATER PIPE
30004	171	69	187	85	20
#RIGHT UPPER WATER PIPE
30005	188	69	204	85	20
#LEFT CENTER WATER PIPE
30006	171	86	187	102	20
#RIGHT CENTER WATER PIPE
30007	188	86	204	102	20
# UPPER CENTER GROUND BRICK
40000	18	1	34	17	20
# LOWER CENTER GROUND BRICK
40001	18	18	34	34	20
# UPPER LEFT GROUND BRICK
